goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkSRDecode/flat/goavro-plain-8         	  980168	      1208 ns/op	    1152 B/op	      24 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   90302	     13190 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  148524	      8061 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  149026	      8102 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  149782	      8070 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  148284	      8072 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  149545	      8070 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  146895	      8096 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  148843	      8069 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  149416	      8055 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  149277	      8077 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-bare-8              	  149540	      8164 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	  100126	     11938 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	  101488	     11950 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	   99572	     11933 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	  101257	     11948 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	  100732	     11971 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	   98376	     11951 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	  101323	     11963 ns/op	   11813 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	  100359	     11933 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	   99085	     11918 ns/op	   11813 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/wide/twmb-wrapped-8           	  101188	     11930 ns/op	   11814 B/op	     132 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4562760	       263.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4545910	       264.0 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4556673	       264.0 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4514581	       263.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4517529	       265.1 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4521435	       264.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4525286	       264.4 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4524447	       264.4 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4549411	       264.2 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-native-8        	 4555048	       264.6 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1234129	       960.7 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1225951	       964.2 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1247436	       962.8 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1250109	       959.3 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1249597	       959.4 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1251801	       962.9 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1250565	       958.8 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1247718	       959.1 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1246962	       960.6 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-plain-textual-8       	 1249148	       963.2 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4526155	       263.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4588508	       263.9 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4526383	       264.6 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4550314	       263.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4522371	       264.3 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4540027	       264.1 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4566382	       268.3 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4514782	       264.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4528380	       265.0 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-native-8      	 4549062	       264.0 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1251919	       957.6 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1248432	       958.7 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1250242	       959.0 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1254177	       961.8 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1251592	       956.7 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1250244	       959.1 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1252053	       958.4 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1251711	       958.4 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1249141	       959.5 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/flat/goavro-stdjson-textual-8     	 1254625	       959.9 ns/op	     712 B/op	      14 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1261544	       949.6 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1262049	       950.3 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1262882	       951.6 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1266174	       952.9 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1259688	       950.1 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1262720	       953.0 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1260642	       948.5 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1263060	       951.0 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1259018	       948.2 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-native-8      	 1257825	       949.9 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  400656	      3017 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  392274	      3018 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  393424	      3013 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  399842	      3025 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  398328	      3010 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  401672	      3019 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  402628	      3015 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  394054	      3020 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  401500	      3013 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-plain-textual-8     	  401256	      3062 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1264311	       950.9 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1261480	       952.3 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1261444	       951.6 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1257750	       950.6 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1259323	       949.5 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1260976	       950.6 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1261742	       951.4 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1257566	       950.4 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1262942	       951.2 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-native-8    	 1261231	       951.0 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  401106	      3025 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  402213	      3023 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  397166	      3017 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  401809	      3016 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  399364	      3010 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  399661	      3016 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  392644	      3017 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  398865	      3014 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  392571	      3012 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/nested/goavro-stdjson-textual-8   	  401646	      3007 ns/op	    2696 B/op	      36 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  925592	      1292 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  941875	      1290 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  923588	      1293 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  933782	      1292 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  934972	      1294 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  905893	      1297 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  920304	      1294 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  939800	      1291 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  922639	      1291 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-native-8       	  948572	      1333 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  642933	      1862 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  641916	      1871 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  647361	      1866 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  645554	      1861 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  636274	      1866 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  638824	      1861 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  649159	      1864 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  632787	      1874 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  650715	      1865 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-plain-textual-8      	  631815	      1866 ns/op	    1592 B/op	      24 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  936807	      1316 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  923019	      1292 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  934408	      1290 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  936661	      1293 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  936237	      1293 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  926947	      1294 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  939018	      1295 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  927693	      1293 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  932766	      1293 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-native-8     	  932686	      1292 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  706575	      1667 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  721870	      1657 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  726978	      1662 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  711424	      1663 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  725959	      1666 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  720525	      1665 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  722563	      1663 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  722460	      1667 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  721696	      1662 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/union/goavro-stdjson-textual-8    	  724994	      1667 ns/op	    1032 B/op	      20 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  314172	      3783 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  316353	      3800 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  304975	      3791 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  319980	      3807 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  321007	      3796 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  317743	      3790 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  311514	      3794 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  314864	      3789 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  320160	      3793 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-native-8        	  324585	      3787 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  184502	      6477 ns/op	    5346 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  186532	      6471 ns/op	    5343 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  184629	      6558 ns/op	    5345 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  188139	      6450 ns/op	    5345 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  183338	      6554 ns/op	    5343 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  186120	      6456 ns/op	    5343 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  186694	      6477 ns/op	    5345 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  183711	      6476 ns/op	    5345 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  185290	      6529 ns/op	    5343 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-plain-textual-8       	  187756	      6472 ns/op	    5343 B/op	      76 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  316114	      3822 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  317490	      3823 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  314961	      3805 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  310084	      3833 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  321616	      3822 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  316347	      3832 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  315639	      3820 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  316944	      3832 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  318392	      3890 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-native-8      	  302200	      3830 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  216105	      5578 ns/op	    4121 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  218566	      5624 ns/op	    4122 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  211688	      5546 ns/op	    4122 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  219637	      5670 ns/op	    4122 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  213612	      5586 ns/op	    4122 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  212371	      5559 ns/op	    4123 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  216337	      5563 ns/op	    4121 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  215042	      5567 ns/op	    4121 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  215900	      5604 ns/op	    4121 B/op	      55 allocs/op
BenchmarkDecodeStage/wide/goavro-stdjson-textual-8     	  212668	      5624 ns/op	    4123 B/op	      55 allocs/op
PASS
ok  	github.com/slachiewicz/go-avro-bench	904.003s
